,tweet_created,tweet_id,full_text,cleaned_text,sentiment_confidence,sentiment,sentiment_encoded
113,2015-08-07 09:53:56 -0700,6.296969898950779e+17,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",god has blessed the republican party with many great candidates can not even find one  gopdebate,0.6545,Neutral,2
114,2015-08-07 09:53:56 -0700,6.296969891067126e+17,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,the miracle can happen to you grow opportunity and grow jobs gopdebate ,0.6615,Neutral,2
115,2015-08-07 09:53:55 -0700,6.296969885572547e+17,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,scott walker can not even carry his own state gopdebate,1.0,Negative,0
116,2015-08-07 09:53:55 -0700,6.296969881587999e+17,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",black people if you need anymore indication why republicans hate us peep this gopdebate ,1.0,Negative,0
117,2015-08-07 09:53:55 -0700,6.296969862880092e+17,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",sure god told me i should run and the tooth fairy agreed and all the teletubbies voted yes so here i am gopdebate,1.0,Negative,0
118,2015-08-07 09:53:55 -0700,6.296969858476114e+17,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,trump should have told megyn kelly to go to hell foxnews gopdebate,0.6705,Negative,0
119,2015-08-07 09:53:55 -0700,6.296969846815826e+17,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",caller on the rush limbaugh showi have lost all respect for fox news foxnews gopdebate,1.0,Negative,0
120,2015-08-07 09:53:54 -0700,6.296969831591936e+17,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",inc behaviour at the gopdebate was astonishingly biased,0.6708,Negative,0
121,2015-08-07 09:53:54 -0700,6.296969825342587e+17,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",republicans debate economics rubio wins bush falters huckabee exaggerates  gopdebate knowmorenotless,0.3523,Positive,4
122,2015-08-07 09:53:54 -0700,6.29696982525866e+17,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…,huh half of clintons charity went tothe clintons  copolitics hillary2016 stophillary uniteb…,0.6932,Negative,0
123,2015-08-07 09:53:54 -0700,6.2969698153182e+17,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",gopdebate the order was to take out trump but i wonder if fox news was the one who took the order seriously,0.6892,Negative,0
124,2015-08-07 09:53:54 -0700,6.296969809865605e+17,"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM 
#p2 #ctl #topprog #tcot #tlot",democrats watching the gopdebate last night  p2 ctl topprog tcot tlot,0.6737,Neutral,2
125,2015-08-07 09:53:53 -0700,6.296969798582927e+17,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world👉@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…",we all owe a huge thank you 4 exposing to the world:backhand_index_pointing_right: chris wallace  are true rhinos…,0.6549,Negative,0
126,2015-08-07 09:53:53 -0700,6.296969793130332e+17,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…,scott walker lies says wi budget has $535m surplus actually has $176b deficit  gopdebate http…,0.6395,Negative,0
127,2015-08-07 09:53:53 -0700,6.296969782728212e+17,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,you are right last i heard was that only women could give birth to s child has that changed gopdebate ,0.3432,Positive,4
128,2015-08-07 09:53:52 -0700,6.29696974711722e+17,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",have any of you received a word from god  are any of you soupsandwich crazy gopdebate,0.6593,Neutral,2
129,2015-08-07 09:53:52 -0700,6.296969727110144e+17,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",fox news gopdebate interviewer to candidates what is your take on these gop talking points i am feeding you,1.0,Negative,0
130,2015-08-07 09:53:52 -0700,6.296969722077102e+17,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,but the murder of black ppl is just fine just not unborn black babies goplogic gopdebate,0.6546,Negative,0
131,2015-08-07 09:53:51 -0700,6.296969707608023e+17,RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,missing jon stewart already gopdebate jonvoyage h,0.7024,Neutral,2
132,2015-08-07 09:53:51 -0700,6.296969690577674e+17,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,chris christie is really standing out at the gopdebate,1.0,Positive,4
133,2015-08-07 09:53:49 -0700,6.296969625985597e+17,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…",hey  you know who did not whine about unfair questions grow a set why do not ya gopde…,0.3587,Positive,4
134,2015-08-07 09:53:49 -0700,6.296969595157709e+17,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",you can not be prolife and have watched that 2 hour abortion last night gopdebate forkedtongue iseeorangepeople,1.0,Negative,0
135,2015-08-07 09:53:48 -0700,6.296969588573962e+17,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFai…", you failed the american people tonight you tried to make history by destroying kellyfai…,1.0,Negative,0
136,2015-08-07 09:53:48 -0700,6.296969559673446e+17,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",btw when you mix politics and religion you get politics gopdebate,1.0,Negative,0
137,2015-08-07 09:53:48 -0700,6.296969555438551e+17,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,marco nailed it on abortion we must protect life gopdebate ,0.3373,Positive,4
138,2015-08-07 09:53:47 -0700,6.29696954289791e+17,@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,wtf was up with chris wallace attacking trump2016 on bankruptcy then giving rubio a softball gopdebate,1.0,Negative,0
139,2015-08-07 09:53:47 -0700,6.296969535138693e+17,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,they obviously did not get the memo about seersuckerthursday gopdebate ,0.3451,Negative,0
140,2015-08-07 09:53:47 -0700,6.296969529853501e+17,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",honestly donald trump you were all types of petty at last nights gopdebate :unamused_face:   ,0.6262,Negative,0
141,2015-08-07 09:53:46 -0700,6.296969508420649e+17,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…,all republican dopefuls who say they will take us back to 2009 on day one will never see one day in white house gopdebate…,0.7033,Negative,0
142,2015-08-07 09:53:46 -0700,6.296969502254735e+17,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,trump gloating abt buying gopdem pols them doing his bidding is my 2000s billionaire caricature myacash gopdebate ,0.6429,Negative,0
143,2015-08-07 09:53:46 -0700,6.296969479186432e+17,"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…",go carly:loudspeaker: go carly:loudspeaker: go carly:loudspeaker: carly2016 gopdebate …,0.3372,Positive,4
144,2015-08-07 09:53:46 -0700,6.296969474530673e+17,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu,listening to the gopdebate like ,0.3296,Negative,0
145,2015-08-07 09:53:45 -0700,6.296969451252244e+17,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,best moment of the gopdebate last night rand telling christie to go get another hug from obama,1.0,Positive,4
146,2015-08-07 09:53:45 -0700,6.296969439633121e+17,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,if you missed either gopdebate all you need to know is there is no $ for struggling americans and unlimited $ for war,1.0,Negative,0
147,2015-08-07 09:53:45 -0700,6.296969433928663e+17,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …, we are on the verge of the greatest time to be alive in this world but washington is holding us back mysa txlege …,0.3563,Negative,0
149,2015-08-07 09:53:44 -0700,6.296969411322798e+17,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …",fights back against what will you do abt immigration q says border is porous and that must be fixed first …,0.6923,Positive,4
150,2015-08-07 09:53:44 -0700,6.29696940532437e+17,Summary is the #GOPDebate: Status quo shit show,summary is the gopdebate status quo shit show,1.0,Negative,0
152,2015-08-07 09:53:43 -0700,6.296969373866394e+17,"RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate",hey look it is 10 men standing on a stage arguing why they should get to control women’s bodies and choices gopdebate,0.6783,Negative,0
153,2015-08-07 09:53:43 -0700,6.296969364220191e+17,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht…",rubio budget raises middleclass taxes adds $45t deficit cuts investmenttax to $0  gopdebate ht…,0.3263,Neutral,2
154,2015-08-07 09:53:42 -0700,6.296969340395438e+17,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…,last night at the gopdebate all i saw was a bunch of rich and old despots with zero solutions to our nations problems un…,1.0,Negative,0
155,2015-08-07 09:53:42 -0700,6.296969331210158e+17,"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new 
http://t.co/VMtnRi7xev http://t.co/6mt…",gopdebate batsask tbats debate over we learned nothing new  …,0.6322,Neutral,2
156,2015-08-07 09:53:42 -0700,6.296969321899663e+17,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,if you think any of these people are qualifiedunfollow me gopdebate,1.0,Negative,0
157,2015-08-07 09:53:41 -0700,6.296969290400604e+17,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6,ben carson spoke about science at the gopdebate and was like ,0.3279,Neutral,2
158,2015-08-07 09:53:40 -0700,6.296969237299896e+17,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,who is the real illegal alien gopdebate farrakhan on immigration the mexican bor  via,0.6344,Negative,0
159,2015-08-07 09:53:40 -0700,6.296969217503683e+17,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,gopdebate the talking heads put on the debate now the talking heads are telling us how the debates went maybe we wasted our time watching,0.6667,Negative,0
160,2015-08-07 09:53:39 -0700,6.296969214440284e+17,RT @STEEL5757: 🎀 #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo 🎀 http://t.co/QHTTX0PLDG 🎀 #CoolStuff #GOPDebate http://t.co/QJUnzjY…,:ribbon: donaldtrump plaza casino teddybear plush in tuxedo :ribbon:  :ribbon: coolstuff gopdebate …,0.3626,Neutral,2
161,2015-08-07 09:53:38 -0700,6.296969138776392e+17,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",trump is right about but really needs to study matthew 7 verses 35 gopdebate ,0.6374,Positive,4
162,2015-08-07 09:53:37 -0700,6.296969121202381e+17,RT @AC360: It wasn’t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwE…,it was not all donaldtrump the most memorable gopdebate moments right now on ac360  …,0.6599,Neutral,2
164,2015-08-07 09:53:37 -0700,6.296969095407616e+17,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …",where do you think women should sleep when they have the curse the she would or in an open field not on your property …,0.6718,Negative,0
165,2015-08-07 09:53:36 -0700,6.296969067472527e+17,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate",i think gods a pretty fair guy ben carson neurosurgeon on his belief modern day taxation should be based on an ancient book gopdebate,0.3409,Negative,0
